met_file,parameter,value,section,title,statistic%,control_EAB,control_LPZ,EAB,LPZ,delta_EAB,delta_LPZ,pct_EAB,pct_LPZ
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1500.0,max_sector,4-30 Day Avg. X/Qs  ,50.0,3.931494347853004e-07,2.0996158411890065e-07,3.931494347853004e-07,2.0996158411890065e-07,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1500.0,max_sector,Annual   Avg. X/Qs  ,,5.605541559816629e-07,2.774192182641855e-07,5.605541559816629e-07,2.774192182641855e-07,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1500.0,overall_site,0-2 Hr   Avg. X/Qs  ,0.5,0.0002536626998335123,0.00011450897000031546,0.0002536626998335123,0.00011450897000031546,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1500.0,overall_site,0-2 Hr   Avg. X/Qs  ,5.0,4.2017902160296217e-05,1.8849332263926044e-05,4.2017902160296217e-05,1.8849332263926044e-05,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1500.0,overall_site,0-2 Hr   Avg. X/Qs  ,50.0,7.404187726933742e-06,4.330302999733249e-06,7.404187726933742e-06,4.330302999733249e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1500.0,overall_site,0-8 Hr   Avg. X/Qs  ,0.5,0.00016166036948561668,7.960024959174916e-05,0.00016166036948561668,7.960024959174916e-05,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1500.0,overall_site,0-8 Hr   Avg. X/Qs  ,5.0,3.8753703847760335e-05,1.8961791283800267e-05,3.8753703847760335e-05,1.8961791283800267e-05,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1500.0,overall_site,0-8 Hr   Avg. X/Qs  ,50.0,8.525292287231423e-06,4.720014203485334e-06,8.525292287231423e-06,4.720014203485334e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1500.0,overall_site,8-24 Hr  Avg. X/Qs  ,0.5,0.00011911911860806867,5.529875124921091e-05,0.00011911911860806867,5.529875124921091e-05,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1500.0,overall_site,8-24 Hr  Avg. X/Qs  ,5.0,2.8961743737454526e-05,1.4056819054530933e-05,2.8961743737454526e-05,1.4056819054530933e-05,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1500.0,overall_site,8-24 Hr  Avg. X/Qs  ,50.0,6.064500666980166e-06,3.091877715633018e-06,6.064500666980166e-06,3.091877715633018e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1500.0,overall_site,1-4 Day  Avg. X/Qs  ,0.5,6.0760714404750615e-05,2.8292122806305997e-05,6.0760714404750615e-05,2.8292122806305997e-05,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1500.0,overall_site,1-4 Day  Avg. X/Qs  ,5.0,2.287617462570779e-05,1.079764206224354e-05,2.287617462570779e-05,1.079764206224354e-05,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1500.0,overall_site,1-4 Day  Avg. X/Qs  ,50.0,4.116642230655998e-06,1.92293327927473e-06,4.116642230655998e-06,1.92293327927473e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1500.0,overall_site,4-30 Day Avg. X/Qs  ,0.5,3.8632664654869586e-05,1.7864354958874173e-05,3.8632664654869586e-05,1.7864354958874173e-05,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1500.0,overall_site,4-30 Day Avg. X/Qs  ,5.0,1.6767777196946554e-05,9.212167242367286e-06,1.6767777196946554e-05,9.212167242367286e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1500.0,overall_site,4-30 Day Avg. X/Qs  ,50.0,3.748622702914872e-06,1.6899992942853714e-06,3.748622702914872e-06,1.6899992942853714e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1500.0,overall_site,Annual   Avg. X/Qs  ,,5.605541559816629e-07,2.774192182641855e-07,5.605541559816629e-07,2.774192182641855e-07,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1600.0,max_sector,0-2 Hr   Avg. X/Qs  ,0.5,4.1753395635169e-05,1.816228177631274e-05,4.1753395635169e-05,1.816228177631274e-05,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1600.0,max_sector,0-2 Hr   Avg. X/Qs  ,5.0,8.405516382481437e-06,5.310124379320769e-06,8.405516382481437e-06,5.310124379320769e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1600.0,max_sector,0-2 Hr   Avg. X/Qs  ,50.0,1.0000000116860974e-07,1.0000000116860974e-07,1.0000000116860974e-07,1.0000000116860974e-07,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1600.0,max_sector,0-8 Hr   Avg. X/Qs  ,0.5,2.1532548998948187e-05,8.930775948101655e-06,2.1532548998948187e-05,8.930775948101655e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1600.0,max_sector,0-8 Hr   Avg. X/Qs  ,5.0,5.9646099543897435e-06,3.2551370168221183e-06,5.9646099543897435e-06,3.2551370168221183e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1600.0,max_sector,0-8 Hr   Avg. X/Qs  ,50.0,2.9106297461112263e-07,1.0000000116860974e-07,2.9106297461112263e-07,1.0000000116860974e-07,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1600.0,max_sector,8-24 Hr  Avg. X/Qs  ,0.5,1.3253818906378001e-05,9.580401638231706e-06,1.3253818906378001e-05,9.580401638231706e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1600.0,max_sector,8-24 Hr  Avg. X/Qs  ,5.0,3.735530526682851e-06,1.842253482209344e-06,3.735530526682851e-06,1.842253482209344e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1600.0,max_sector,8-24 Hr  Avg. X/Qs  ,50.0,4.3452595832604857e-07,2.707088810893765e-07,4.3452595832604857e-07,2.707088810893765e-07,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1600.0,max_sector,1-4 Day  Avg. X/Qs  ,0.5,8.22584297566209e-06,6.706772637699032e-06,8.22584297566209e-06,6.706772637699032e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1600.0,max_sector,1-4 Day  Avg. X/Qs  ,5.0,1.6827593753987458e-06,7.811587465766934e-07,1.6827593753987458e-06,7.811587465766934e-07,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1600.0,max_sector,1-4 Day  Avg. X/Qs  ,50.0,4.3183518982914393e-07,2.3443159591352014e-07,4.3183518982914393e-07,2.3443159591352014e-07,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1600.0,max_sector,4-30 Day Avg. X/Qs  ,0.5,7.26734651834704e-06,3.076478833463625e-06,7.26734651834704e-06,3.076478833463625e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1600.0,max_sector,4-30 Day Avg. X/Qs  ,5.0,1.314887299486145e-06,7.607205816384521e-07,1.314887299486145e-06,7.607205816384521e-07,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1600.0,max_sector,4-30 Day Avg. X/Qs  ,50.0,3.931494347853004e-07,2.0996158411890065e-07,3.931494347853004e-07,2.0996158411890065e-07,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1600.0,max_sector,Annual   Avg. X/Qs  ,,5.605541559816629e-07,2.774192182641855e-07,5.605541559816629e-07,2.774192182641855e-07,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1600.0,overall_site,0-2 Hr   Avg. X/Qs  ,0.5,0.0002536626998335123,0.00011450897000031546,0.0002536626998335123,0.00011450897000031546,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1600.0,overall_site,0-2 Hr   Avg. X/Qs  ,5.0,4.2017902160296217e-05,1.8849332263926044e-05,4.2017902160296217e-05,1.8849332263926044e-05,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1600.0,overall_site,0-2 Hr   Avg. X/Qs  ,50.0,7.404187726933742e-06,4.330302999733249e-06,7.404187726933742e-06,4.330302999733249e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1600.0,overall_site,0-8 Hr   Avg. X/Qs  ,0.5,0.00016166036948561668,7.960024959174916e-05,0.00016166036948561668,7.960024959174916e-05,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1600.0,overall_site,0-8 Hr   Avg. X/Qs  ,5.0,3.8753703847760335e-05,1.8961791283800267e-05,3.8753703847760335e-05,1.8961791283800267e-05,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1600.0,overall_site,0-8 Hr   Avg. X/Qs  ,50.0,8.525292287231423e-06,4.720014203485334e-06,8.525292287231423e-06,4.720014203485334e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1600.0,overall_site,8-24 Hr  Avg. X/Qs  ,0.5,0.00011911911860806867,5.529875124921091e-05,0.00011911911860806867,5.529875124921091e-05,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1600.0,overall_site,8-24 Hr  Avg. X/Qs  ,5.0,2.8961743737454526e-05,1.4056819054530933e-05,2.8961743737454526e-05,1.4056819054530933e-05,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1600.0,overall_site,8-24 Hr  Avg. X/Qs  ,50.0,6.064500666980166e-06,3.091877715633018e-06,6.064500666980166e-06,3.091877715633018e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1600.0,overall_site,1-4 Day  Avg. X/Qs  ,0.5,6.0760714404750615e-05,2.8292122806305997e-05,6.0760714404750615e-05,2.8292122806305997e-05,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1600.0,overall_site,1-4 Day  Avg. X/Qs  ,5.0,2.287617462570779e-05,1.079764206224354e-05,2.287617462570779e-05,1.079764206224354e-05,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1600.0,overall_site,1-4 Day  Avg. X/Qs  ,50.0,4.116642230655998e-06,1.92293327927473e-06,4.116642230655998e-06,1.92293327927473e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1600.0,overall_site,4-30 Day Avg. X/Qs  ,0.5,3.8632664654869586e-05,1.7864354958874173e-05,3.8632664654869586e-05,1.7864354958874173e-05,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1600.0,overall_site,4-30 Day Avg. X/Qs  ,5.0,1.6767777196946554e-05,9.212167242367286e-06,1.6767777196946554e-05,9.212167242367286e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1600.0,overall_site,4-30 Day Avg. X/Qs  ,50.0,3.748622702914872e-06,1.6899992942853714e-06,3.748622702914872e-06,1.6899992942853714e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1600.0,overall_site,Annual   Avg. X/Qs  ,,5.605541559816629e-07,2.774192182641855e-07,5.605541559816629e-07,2.774192182641855e-07,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1700.0,max_sector,0-2 Hr   Avg. X/Qs  ,0.5,4.1753395635169e-05,1.816228177631274e-05,4.1753395635169e-05,1.816228177631274e-05,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1700.0,max_sector,0-2 Hr   Avg. X/Qs  ,5.0,8.405516382481437e-06,5.310124379320769e-06,8.405516382481437e-06,5.310124379320769e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1700.0,max_sector,0-2 Hr   Avg. X/Qs  ,50.0,1.0000000116860974e-07,1.0000000116860974e-07,1.0000000116860974e-07,1.0000000116860974e-07,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1700.0,max_sector,0-8 Hr   Avg. X/Qs  ,0.5,2.1532548998948187e-05,8.930775948101655e-06,2.1532548998948187e-05,8.930775948101655e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1700.0,max_sector,0-8 Hr   Avg. X/Qs  ,5.0,5.9646099543897435e-06,3.2551370168221183e-06,5.9646099543897435e-06,3.2551370168221183e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1700.0,max_sector,0-8 Hr   Avg. X/Qs  ,50.0,2.9106297461112263e-07,1.0000000116860974e-07,2.9106297461112263e-07,1.0000000116860974e-07,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1700.0,max_sector,8-24 Hr  Avg. X/Qs  ,0.5,1.3253818906378001e-05,9.580401638231706e-06,1.3253818906378001e-05,9.580401638231706e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1700.0,max_sector,8-24 Hr  Avg. X/Qs  ,5.0,3.735530526682851e-06,1.842253482209344e-06,3.735530526682851e-06,1.842253482209344e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1700.0,max_sector,8-24 Hr  Avg. X/Qs  ,50.0,4.3452595832604857e-07,2.707088810893765e-07,4.3452595832604857e-07,2.707088810893765e-07,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1700.0,max_sector,1-4 Day  Avg. X/Qs  ,0.5,8.22584297566209e-06,6.706772637699032e-06,8.22584297566209e-06,6.706772637699032e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1700.0,max_sector,1-4 Day  Avg. X/Qs  ,5.0,1.6827593753987458e-06,7.811587465766934e-07,1.6827593753987458e-06,7.811587465766934e-07,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1700.0,max_sector,1-4 Day  Avg. X/Qs  ,50.0,4.3183518982914393e-07,2.3443159591352014e-07,4.3183518982914393e-07,2.3443159591352014e-07,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1700.0,max_sector,4-30 Day Avg. X/Qs  ,0.5,7.26734651834704e-06,3.076478833463625e-06,7.26734651834704e-06,3.076478833463625e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1700.0,max_sector,4-30 Day Avg. X/Qs  ,5.0,1.314887299486145e-06,7.607205816384521e-07,1.314887299486145e-06,7.607205816384521e-07,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1700.0,max_sector,4-30 Day Avg. X/Qs  ,50.0,3.931494347853004e-07,2.0996158411890065e-07,3.931494347853004e-07,2.0996158411890065e-07,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1700.0,max_sector,Annual   Avg. X/Qs  ,,5.605541559816629e-07,2.774192182641855e-07,5.605541559816629e-07,2.774192182641855e-07,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1700.0,overall_site,0-2 Hr   Avg. X/Qs  ,0.5,0.0002536626998335123,0.00011450897000031546,0.0002536626998335123,0.00011450897000031546,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1700.0,overall_site,0-2 Hr   Avg. X/Qs  ,5.0,4.2017902160296217e-05,1.8849332263926044e-05,4.2017902160296217e-05,1.8849332263926044e-05,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1700.0,overall_site,0-2 Hr   Avg. X/Qs  ,50.0,7.404187726933742e-06,4.330302999733249e-06,7.404187726933742e-06,4.330302999733249e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1700.0,overall_site,0-8 Hr   Avg. X/Qs  ,0.5,0.00016166036948561668,7.960024959174916e-05,0.00016166036948561668,7.960024959174916e-05,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1700.0,overall_site,0-8 Hr   Avg. X/Qs  ,5.0,3.8753703847760335e-05,1.8961791283800267e-05,3.8753703847760335e-05,1.8961791283800267e-05,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1700.0,overall_site,0-8 Hr   Avg. X/Qs  ,50.0,8.525292287231423e-06,4.720014203485334e-06,8.525292287231423e-06,4.720014203485334e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1700.0,overall_site,8-24 Hr  Avg. X/Qs  ,0.5,0.00011911911860806867,5.529875124921091e-05,0.00011911911860806867,5.529875124921091e-05,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1700.0,overall_site,8-24 Hr  Avg. X/Qs  ,5.0,2.8961743737454526e-05,1.4056819054530933e-05,2.8961743737454526e-05,1.4056819054530933e-05,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1700.0,overall_site,8-24 Hr  Avg. X/Qs  ,50.0,6.064500666980166e-06,3.091877715633018e-06,6.064500666980166e-06,3.091877715633018e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1700.0,overall_site,1-4 Day  Avg. X/Qs  ,0.5,6.0760714404750615e-05,2.8292122806305997e-05,6.0760714404750615e-05,2.8292122806305997e-05,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1700.0,overall_site,1-4 Day  Avg. X/Qs  ,5.0,2.287617462570779e-05,1.079764206224354e-05,2.287617462570779e-05,1.079764206224354e-05,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1700.0,overall_site,1-4 Day  Avg. X/Qs  ,50.0,4.116642230655998e-06,1.92293327927473e-06,4.116642230655998e-06,1.92293327927473e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1700.0,overall_site,4-30 Day Avg. X/Qs  ,0.5,3.8632664654869586e-05,1.7864354958874173e-05,3.8632664654869586e-05,1.7864354958874173e-05,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1700.0,overall_site,4-30 Day Avg. X/Qs  ,5.0,1.6767777196946554e-05,9.212167242367286e-06,1.6767777196946554e-05,9.212167242367286e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1700.0,overall_site,4-30 Day Avg. X/Qs  ,50.0,3.748622702914872e-06,1.6899992942853714e-06,3.748622702914872e-06,1.6899992942853714e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1700.0,overall_site,Annual   Avg. X/Qs  ,,5.605541559816629e-07,2.774192182641855e-07,5.605541559816629e-07,2.774192182641855e-07,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1800.0,max_sector,0-2 Hr   Avg. X/Qs  ,0.5,4.1753395635169e-05,1.816228177631274e-05,4.1753395635169e-05,1.816228177631274e-05,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1800.0,max_sector,0-2 Hr   Avg. X/Qs  ,5.0,8.405516382481437e-06,5.310124379320769e-06,8.405516382481437e-06,5.310124379320769e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1800.0,max_sector,0-2 Hr   Avg. X/Qs  ,50.0,1.0000000116860974e-07,1.0000000116860974e-07,1.0000000116860974e-07,1.0000000116860974e-07,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1800.0,max_sector,0-8 Hr   Avg. X/Qs  ,0.5,2.1532548998948187e-05,8.930775948101655e-06,2.1532548998948187e-05,8.930775948101655e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1800.0,max_sector,0-8 Hr   Avg. X/Qs  ,5.0,5.9646099543897435e-06,3.2551370168221183e-06,5.9646099543897435e-06,3.2551370168221183e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1800.0,max_sector,0-8 Hr   Avg. X/Qs  ,50.0,2.9106297461112263e-07,1.0000000116860974e-07,2.9106297461112263e-07,1.0000000116860974e-07,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1800.0,max_sector,8-24 Hr  Avg. X/Qs  ,0.5,1.3253818906378001e-05,9.580401638231706e-06,1.3253818906378001e-05,9.580401638231706e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1800.0,max_sector,8-24 Hr  Avg. X/Qs  ,5.0,3.735530526682851e-06,1.842253482209344e-06,3.735530526682851e-06,1.842253482209344e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1800.0,max_sector,8-24 Hr  Avg. X/Qs  ,50.0,4.3452595832604857e-07,2.707088810893765e-07,4.3452595832604857e-07,2.707088810893765e-07,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1800.0,max_sector,1-4 Day  Avg. X/Qs  ,0.5,8.22584297566209e-06,6.706772637699032e-06,8.22584297566209e-06,6.706772637699032e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1800.0,max_sector,1-4 Day  Avg. X/Qs  ,5.0,1.6827593753987458e-06,7.811587465766934e-07,1.6827593753987458e-06,7.811587465766934e-07,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1800.0,max_sector,1-4 Day  Avg. X/Qs  ,50.0,4.3183518982914393e-07,2.3443159591352014e-07,4.3183518982914393e-07,2.3443159591352014e-07,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1800.0,max_sector,4-30 Day Avg. X/Qs  ,0.5,7.26734651834704e-06,3.076478833463625e-06,7.26734651834704e-06,3.076478833463625e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1800.0,max_sector,4-30 Day Avg. X/Qs  ,5.0,1.314887299486145e-06,7.607205816384521e-07,1.314887299486145e-06,7.607205816384521e-07,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1800.0,max_sector,4-30 Day Avg. X/Qs  ,50.0,3.931494347853004e-07,2.0996158411890065e-07,3.931494347853004e-07,2.0996158411890065e-07,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1800.0,max_sector,Annual   Avg. X/Qs  ,,5.605541559816629e-07,2.774192182641855e-07,5.605541559816629e-07,2.774192182641855e-07,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1800.0,overall_site,0-2 Hr   Avg. X/Qs  ,0.5,0.0002536626998335123,0.00011450897000031546,0.0002536626998335123,0.00011450897000031546,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1800.0,overall_site,0-2 Hr   Avg. X/Qs  ,5.0,4.2017902160296217e-05,1.8849332263926044e-05,4.2017902160296217e-05,1.8849332263926044e-05,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1800.0,overall_site,0-2 Hr   Avg. X/Qs  ,50.0,7.404187726933742e-06,4.330302999733249e-06,7.404187726933742e-06,4.330302999733249e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1800.0,overall_site,0-8 Hr   Avg. X/Qs  ,0.5,0.00016166036948561668,7.960024959174916e-05,0.00016166036948561668,7.960024959174916e-05,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1800.0,overall_site,0-8 Hr   Avg. X/Qs  ,5.0,3.8753703847760335e-05,1.8961791283800267e-05,3.8753703847760335e-05,1.8961791283800267e-05,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1800.0,overall_site,0-8 Hr   Avg. X/Qs  ,50.0,8.525292287231423e-06,4.720014203485334e-06,8.525292287231423e-06,4.720014203485334e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1800.0,overall_site,8-24 Hr  Avg. X/Qs  ,0.5,0.00011911911860806867,5.529875124921091e-05,0.00011911911860806867,5.529875124921091e-05,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1800.0,overall_site,8-24 Hr  Avg. X/Qs  ,5.0,2.8961743737454526e-05,1.4056819054530933e-05,2.8961743737454526e-05,1.4056819054530933e-05,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1800.0,overall_site,8-24 Hr  Avg. X/Qs  ,50.0,6.064500666980166e-06,3.091877715633018e-06,6.064500666980166e-06,3.091877715633018e-06,0.0,0.0,0.0,0.0
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,building_area,1800.0,overall_site,1-4 Day  Avg. X/Qs  ,0.5,6.0760714404750615e-05,2.8292122806305997e-05,6.0760714404750615e-05,2.8292122806305997e-05,0.0,0.0,0.0,0.0
